,url_length,special_char_num,contains_login,is_ip,label,external_link_num,iframes_num,script_num,mailto_num,external_script_num,external_img_num,external_style_num,suspicious_keyword
16336,62,7,0,0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16337,42,5,0,0,1,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16338,62,6,0,0,0,185.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16339,49,5,0,0,1,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16340,51,5,0,0,0,58.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0
16341,85,7,0,0,0,27.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
16342,96,5,0,0,0,52.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0
16343,208,10,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16344,79,7,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16345,54,6,0,0,0,38.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
16346,89,11,0,0,1,36.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
16347,44,5,0,0,1,235.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
16348,26,5,0,0,0,335.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
16349,24,5,0,0,1,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16350,60,6,0,0,0,116.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
16351,38,5,0,0,1,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
16352,62,7,0,0,0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
16353,78,7,0,0,0,57.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
16354,50,7,0,0,0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
16355,72,13,1,0,1,42.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16356,63,7,0,0,1,,,,,,,,
16357,29,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16358,64,7,0,0,0,77.0,1.0,68.0,0.0,0.0,0.0,0.0,1.0
16359,47,4,1,0,1,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
16360,44,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16361,100,7,0,0,0,66.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
16362,130,8,0,0,0,136.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0
16363,28,4,0,0,1,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
16364,66,9,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16365,44,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16366,101,9,0,0,1,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16367,20,4,0,0,1,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16368,61,6,0,0,0,92.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
16369,99,12,0,0,0,111.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16370,26,5,0,0,0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
16371,66,5,0,0,0,12.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
16372,101,6,0,0,0,70.0,2.0,33.0,0.0,0.0,0.0,0.0,1.0
16373,41,5,1,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16374,46,6,0,0,0,54.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16375,44,5,0,0,1,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
16376,36,4,0,0,0,33.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
16377,107,7,0,0,0,126.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
16378,72,8,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16379,42,6,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16380,148,9,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16381,50,7,0,0,0,12.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0
16382,33,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16383,68,7,0,0,0,193.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0
16384,31,7,1,0,1,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
16385,84,8,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16386,47,7,0,0,0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16387,108,7,0,0,0,228.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
16388,62,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16389,33,7,0,0,0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
16390,38,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16391,25,5,0,0,0,91.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0
16392,21,4,0,0,0,10.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
16393,57,6,0,0,0,69.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0
16394,53,9,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16395,72,9,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16396,87,7,0,0,0,23.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0
16397,33,4,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16398,55,7,0,0,0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16399,42,5,0,0,1,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16400,39,7,0,0,0,48.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0
16401,22,5,0,0,0,10.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0
16402,48,6,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16403,34,5,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16404,55,6,0,0,0,139.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
16405,56,6,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16406,62,7,0,0,0,134.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
16407,96,10,0,0,0,48.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0
16408,127,17,1,0,1,2.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0
16409,61,8,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16410,38,5,0,0,1,235.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
16411,71,7,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16412,56,5,0,0,0,77.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
16413,60,8,0,0,0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
16414,78,9,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16415,43,7,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16416,27,4,0,0,1,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
16417,49,6,0,0,0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
16418,197,18,0,0,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16419,54,6,0,0,0,62.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
16420,102,8,0,0,0,48.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0
16421,47,5,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16422,43,5,0,0,0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
16423,79,9,0,0,0,77.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
16424,133,8,0,0,0,190.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16425,50,7,1,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16426,5,0,0,0,`result`,,,,,,,,
16427,77,10,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16428,48,5,0,0,0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16429,48,5,0,0,0,51.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16430,42,6,0,0,0,6.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
16431,116,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16432,73,8,0,0,0,63.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
16433,20,4,0,0,0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
16434,952,10,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16435,30,4,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16436,42,7,1,0,0,10.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
16437,100,7,0,0,0,34.0,24.0,77.0,0.0,0.0,0.0,0.0,0.0
16438,56,6,0,0,1,28.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16439,39,5,0,0,0,144.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
16440,27,4,0,0,0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16441,87,6,0,0,0,64.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0
16442,329,22,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16443,86,7,0,0,0,73.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
16444,182,9,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16445,33,7,0,0,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16446,42,6,0,0,0,117.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0
16447,56,6,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16448,81,6,0,0,1,17.0,3.0,21.0,0.0,0.0,0.0,0.0,1.0
16449,33,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16450,41,5,0,0,0,30.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16451,122,9,0,0,0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16452,62,10,1,0,0,40.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
16453,44,5,0,0,1,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
16454,143,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16455,61,7,0,0,0,66.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
16456,54,5,0,0,1,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16457,49,8,1,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16458,80,7,0,0,1,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
16459,75,10,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16460,49,7,0,0,0,14.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0
16461,29,5,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16462,62,7,0,0,0,20.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0
16463,40,7,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16464,134,6,0,0,0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
16465,72,7,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
16466,41,6,0,0,0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16467,43,6,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16468,30,5,0,0,0,45.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0
16469,33,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16470,54,8,0,0,0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
16471,46,7,0,0,0,106.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
16472,24,4,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16473,80,5,0,0,0,5.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0
16474,59,6,0,0,0,69.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16475,121,11,0,0,0,198.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0
16476,47,5,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16477,58,7,0,0,0,61.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16478,45,6,0,0,1,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16479,47,6,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16480,47,7,0,0,0,7.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
16481,69,7,0,0,0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
16482,50,6,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16483,42,6,0,0,0,102.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0
16484,95,6,0,0,0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16485,82,9,1,0,1,138.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0
16486,41,5,0,0,1,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0
16487,57,6,0,0,0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16488,58,10,0,0,0,73.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
16489,242,6,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16490,72,6,0,0,0,19.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
16491,25,4,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16492,54,7,0,0,0,62.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
16493,50,6,0,0,0,22.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0
16494,75,13,0,0,0,17.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0
16495,57,8,0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16496,67,5,0,0,0,33.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
16497,33,6,0,0,0,29.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
16498,82,7,0,0,0,42.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
16499,51,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16500,115,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16501,113,12,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16502,36,5,0,0,0,68.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
16503,57,7,0,0,1,,,,,,,,
16504,25,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16505,97,7,0,0,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16506,37,6,0,0,1,86.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16507,31,7,0,0,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16508,77,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16509,109,10,0,0,0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0
16510,29,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16511,57,8,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16512,68,9,0,0,0,10.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0
16513,87,6,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16514,33,4,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16515,45,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16516,33,5,0,0,0,58.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
16517,66,7,0,0,0,41.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16518,67,9,0,0,0,159.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
16519,51,6,0,0,0,8.0,1.0,26.0,0.0,0.0,0.0,0.0,1.0
16520,23,5,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16521,77,7,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16522,47,5,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
16523,61,11,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16524,99,7,0,0,1,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0
16525,439,6,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16526,35,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16527,125,5,0,0,0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16528,42,6,0,0,0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
16529,60,7,0,0,0,50.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
16530,53,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16531,104,8,0,0,0,66.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
16532,38,5,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16533,32,4,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16534,84,9,0,0,0,22.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0
16535,185,6,0,0,1,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16536,41,6,0,0,0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0
16537,46,7,0,0,0,98.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16538,281,22,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16539,61,6,0,0,0,160.0,2.0,34.0,0.0,0.0,0.0,0.0,1.0
16540,73,10,0,0,1,8.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
16541,101,6,0,0,1,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16542,33,5,0,0,1,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
16543,98,6,0,0,0,81.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0
16544,29,5,0,0,0,62.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16545,66,8,0,0,0,57.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
16546,67,7,0,0,0,41.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
16547,113,9,0,0,1,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16548,73,7,0,0,1,,,,,,,,
16549,44,5,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16550,92,6,0,0,0,195.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16551,39,7,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16552,67,5,0,0,0,95.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0
16553,89,9,0,0,0,67.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
16554,51,6,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16555,39,8,0,0,1,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
16556,92,7,0,0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16557,46,6,0,0,0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
16558,83,10,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16559,43,6,0,0,0,39.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16560,57,8,0,0,1,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16561,93,6,0,0,0,111.0,3.0,34.0,0.0,0.0,0.0,0.0,1.0
16562,37,6,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16563,52,6,1,0,0,7.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0
16564,47,7,0,0,1,15.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0
16565,133,6,0,0,0,61.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
16566,217,7,0,0,0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
16567,72,7,1,0,0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16568,47,6,0,0,0,27.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
16569,76,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16570,72,7,0,0,0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
16571,244,10,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16572,39,6,0,0,0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0
16573,36,5,0,0,1,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16574,43,6,0,0,0,211.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16575,74,7,0,0,0,98.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16576,40,6,0,0,0,39.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
16577,182,6,0,0,0,13.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
16578,54,6,0,0,0,49.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0
16579,82,7,0,0,0,57.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0
16580,52,7,0,0,0,70.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0
16581,38,4,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
16582,45,5,0,0,0,9.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0
16583,97,12,0,0,0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
16584,67,10,0,0,0,29.0,1.0,51.0,0.0,0.0,0.0,0.0,1.0
16585,35,5,0,0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16586,79,6,0,0,0,136.0,2.0,33.0,0.0,0.0,0.0,0.0,1.0
16587,76,7,0,0,0,195.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0
16588,27,4,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16589,59,5,0,0,0,93.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0
16590,32,4,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16591,26,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16592,46,8,1,0,0,29.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16593,95,5,0,0,0,127.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0
16594,55,7,0,0,1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
16595,91,9,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16596,50,4,0,0,0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
16597,48,6,0,0,0,35.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
16598,53,6,0,0,0,106.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
16599,46,6,0,0,0,42.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
16600,47,6,0,0,0,87.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16601,50,6,0,0,0,32.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0
16602,48,7,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16603,32,5,0,0,0,174.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
16604,32,5,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16605,68,8,1,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16606,238,7,0,0,1,44.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
16607,79,6,0,0,0,129.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
16608,81,4,0,0,0,8.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0
16609,27,5,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16610,23,5,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16611,87,6,0,0,0,100.0,2.0,33.0,0.0,0.0,0.0,0.0,1.0
16612,51,7,0,0,0,54.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
16613,70,6,0,0,0,49.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
16614,116,10,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16615,28,5,0,0,0,57.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
16616,38,5,0,0,0,44.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
16617,68,8,0,0,1,1049.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
16618,614,19,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16619,56,6,0,0,1,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16620,33,6,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16621,37,5,0,0,0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
16622,66,6,0,0,0,39.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16623,57,6,0,0,0,12.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0
16624,27,5,0,0,0,42.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0
16625,48,6,0,0,0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16626,43,5,0,0,1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
16627,56,7,0,0,0,62.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
16628,65,6,1,0,1,,,,,,,,
16629,123,10,0,0,1,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0
16630,74,9,0,0,0,28.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
16631,30,5,0,0,0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
16632,39,7,0,0,1,0.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0
16633,58,7,0,0,0,4.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
16634,101,9,0,0,0,40.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0
16635,65,6,0,0,0,62.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
16636,63,8,0,0,0,101.0,3.0,57.0,0.0,0.0,0.0,0.0,1.0
16637,113,7,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16638,31,6,0,0,0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
16639,68,7,0,0,0,36.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
16640,38,8,0,0,1,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
16641,118,8,0,0,0,18.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
16642,42,5,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16643,92,8,0,0,0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0
16644,46,6,0,0,0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
16645,59,5,0,0,0,34.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
16646,46,7,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16647,59,6,0,0,0,63.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0
